,Player,Span,Mat,Inns,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,Unnamed: 11
39,MJ Hoggard (ENG),2001-2006,26,26,5,5,0,0,5,1 (1ct 0st),0.192,
40,PJ Hughes (AUS),2013-2014,22,22,5,5,0,2,3,2 (2ct 0st),0.227,
41,RO Hurley (WI),2003-2004,8,8,5,5,0,0,5,2 (2ct 0st),0.625,
42,Iftikhar Ahmed (PAK),2015-2020,7,7,5,5,0,0,5,1 (1ct 0st),0.714,
43,Imran Haider (UAE),2017-2019,20,20,5,5,0,0,5,1 (1ct 0st),0.25,
44,WS Jayantha (SL),2004-2004,17,17,5,5,0,0,5,1 (1ct 0st),0.294,
45,HAPW Jayawardene (SL),2003-2007,6,6,5,4,1,4,0,2 (2ct 0st),0.833,
46,TE Jesty (ENG),1983-1983,10,10,5,5,0,0,5,2 (2ct 0st),0.5,
47,VB John (SL),1982-1987,42,42,5,5,0,0,5,1 (1ct 0st),0.119,
48,MO Jones (BMUDA),2006-2007,12,12,5,5,0,0,5,3 (3ct 0st),0.416,
49,Kaleemullah (OMA),2019-2021,17,17,5,5,0,0,5,2 (2ct 0st),0.294,
0,RJ Kirtley (ENG),2001-2004,10,10,5,5,0,0,5,1 (1ct 0st),0.5,
1,Krishna Chandran (UAE),2014-2016,12,12,5,5,0,0,5,2 (2ct 0st),0.416,
2,BP Kruger (NED),2010-2011,5,5,5,5,0,0,5,3 (3ct 0st),1.0,
3,BM Laird (AUS),1979-1982,23,23,5,5,0,0,5,1 (1ct 0st),0.217,
4,D Langford-Smith (IRE),2006-2008,20,20,5,5,0,0,5,2 (2ct 0st),0.25,
5,DK Liyanage (SL),1993-2001,14,14,5,5,0,0,5,2 (2ct 0st),0.357,
6,NB Mahwire (ZIM),2004-2006,22,22,5,5,0,0,5,2 (2ct 0st),0.227,
7,GI Maiden (SCOT),2010-2011,7,7,5,5,0,5,0,3 (3ct 0st),0.714,
8,G Malla (NEPAL),2018-2021,16,16,5,5,0,0,5,1 (1ct 0st),0.312,
9,GA Manou (AUS),2009-2009,4,4,5,5,0,5,0,3 (3ct 0st),1.25,
10,A Mishra (INDIA),2003-2016,34,34,5,5,0,0,5,1 (1ct 0st),0.147,
11,Mohammad Asif (Asia/PAK),2005-2010,35,35,5,5,0,0,5,2 (2ct 0st),0.142,
12,Mohammad Hussain (PAK),1997-1998,13,13,5,5,0,0,5,2 (2ct 0st),0.384,
13,Mohammad Nawaz (3) (PAK),2016-2021,16,16,5,5,0,0,5,2 (2ct 0st),0.312,
14,Mohammad Tauqir (UAE),2004-2015,11,11,5,5,0,0,5,2 (2ct 0st),0.454,
15,MD Moxon (ENG),1985-1988,8,8,5,5,0,0,5,2 (2ct 0st),0.625,
16,PWA Mulder (SA),2017-2021,12,12,5,5,0,0,5,2 (2ct 0st),0.416,
17,SR Patel (ENG),2008-2013,33,33,5,5,0,0,5,2 (2ct 0st),0.151,
18,AN Petersen (SA),2006-2013,21,21,5,5,0,0,5,1 (1ct 0st),0.238,
19,N Pothas (SA),2000-2000,3,3,5,4,1,4,0,3 (2ct 1st),1.666,
20,Qaiser Ali (CAN),2006-2008,17,17,5,5,0,0,5,2 (2ct 0st),0.294,
21,CG Rackemann (AUS),1983-1991,49,49,5,5,0,0,5,1 (1ct 0st),0.102,
22,JF Reid (NZ),1980-1986,22,22,5,5,0,0,5,1 (1ct 0st),0.227,
23,DM Richards (WI),2009-2010,8,8,5,5,0,0,5,2 (2ct 0st),0.625,
24,Sadiq Mohammad (PAK),1973-1980,19,19,5,5,0,0,5,2 (2ct 0st),0.263,
25,MAR Samarasekera (SL),1983-1994,39,39,5,5,0,0,5,2 (2ct 0st),0.128,
26,BS Sandhu (INDIA),1982-1984,21,21,5,5,0,0,5,1 (1ct 0st),0.238,
27,Shahadat Hossain (BAN),2006-2013,51,51,5,5,0,0,5,1 (1ct 0st),0.098,
28,Shahriar Hossain (BAN),1997-2004,20,20,5,5,0,0,5,1 (1ct 0st),0.25,
29,T Shamsi (SA),2016-2022,30,30,5,5,0,0,5,2 (2ct 0st),0.166,
30,Shapoor Zadran (AFG),2009-2019,44,44,5,5,0,0,5,1 (1ct 0st),0.113,
31,Sharafuddin Ashraf (AFG),2014-2022,19,19,5,5,0,0,5,3 (3ct 0st),0.263,
32,JJ Smit (NAM),2019-2021,10,10,5,5,0,0,5,2 (2ct 0st),0.5,
33,JN Snape (ENG),2001-2002,10,10,5,5,0,0,5,2 (2ct 0st),0.5,
34,ELR Stewart (SA),1993-2002,6,6,5,5,0,5,0,2 (2ct 0st),0.833,
35,MR Swart (NED),2011-2014,11,11,5,5,0,0,5,2 (2ct 0st),0.454,
36,J Theron (SA/USA),2010-2020,13,13,5,5,0,0,5,2 (2ct 0st),0.384,
37,G Toka (PNG),2019-2021,13,13,5,5,0,0,5,2 (2ct 0st),0.384,
38,LP van Troost (NED),2002-2007,22,22,5,5,0,0,5,1 (1ct 0st),0.227,
39,Wajahatullah Wasti (PAK),1999-2000,15,15,5,5,0,0,5,1 (1ct 0st),0.333,
40,BGK Walker (NZ),2000-2002,11,11,5,5,0,0,5,1 (1ct 0st),0.454,
41,B Warnapura (SL),1975-1982,12,12,5,5,0,0,5,2 (2ct 0st),0.416,
42,SR Waters (KENYA),2008-2011,20,20,5,5,0,0,5,2 (2ct 0st),0.25,
43,CG Williams (NAM),2019-2021,10,10,5,5,0,0,5,2 (2ct 0st),0.5,
44,B Wood (ENG),1972-1982,11,11,5,5,0,0,5,2 (2ct 0st),0.454,
45,Ziaur Rahman (BAN),2013-2014,12,12,5,5,0,0,5,1 (1ct 0st),0.416,
46,Aarif Sheikh (NEPAL),2018-2021,12,12,4,4,0,0,4,2 (2ct 0st),0.333,
47,Adnan Mufti (UAE),2017-2018,18,18,4,4,0,0,4,1 (1ct 0st),0.222,
48,Afif Hossain (BAN),2020-2021,7,7,4,4,0,0,4,2 (2ct 0st),0.571,
49,Ahsan Malik (NED),2011-2014,11,11,4,4,0,0,4,2 (2ct 0st),0.363,
0,DS Airee (NEPAL),2018-2020,10,10,4,4,0,0,4,1 (1ct 0st),0.4,
1,Al Sahariar (BAN),1999-2003,27,27,4,4,0,0,4,2 (2ct 0st),0.148,
2,Amir Hayat (UAE),2018-2019,9,9,4,4,0,0,4,1 (1ct 0st),0.444,
3,Anwar Ali (PAK),2013-2016,21,21,4,4,0,0,4,2 (2ct 0st),0.19,
4,J Arun Lal (INDIA),1982-1989,13,13,4,4,0,0,4,1 (1ct 0st),0.307,
5,Atiq-uz-Zaman (PAK),2000-2000,3,3,4,3,1,3,0,3 (3ct 0st),1.333,
6,AM Bacher (SA),1997-2005,12,12,4,4,0,0,4,2 (2ct 0st),0.333,
7,SB Bangar (INDIA),2002-2004,15,15,4,4,0,0,4,2 (2ct 0st),0.266,
8,GD Barlow (ENG),1976-1977,6,6,4,4,0,0,4,2 (2ct 0st),0.666,
9,GJ Batty (ENG),2002-2009,10,10,4,4,0,0,4,2 (2ct 0st),0.4,
10,AC Bedade (INDIA),1994-1994,12,12,4,4,0,0,4,1 (1ct 0st),0.333,
11,BS Bedi (INDIA),1974-1979,10,10,4,4,0,0,4,3 (3ct 0st),0.4,
12,KCG Benjamin (WI),1992-1996,25,25,4,4,0,0,4,2 (2ct 0st),0.16,
13,CA Best (WI),1986-1992,22,22,4,4,0,0,4,2 (2ct 0st),0.181,
14,TL Best (WI),2004-2014,26,26,4,4,0,0,4,1 (1ct 0st),0.153,
15,BR Blair (NZ),1982-1986,13,13,4,4,0,0,4,2 (2ct 0st),0.307,
16,DR Brown (ENG/SCOT),1997-2007,25,25,4,4,0,0,4,1 (1ct 0st),0.16,
17,HR Bryan (WI),1999-1999,14,14,4,4,0,0,4,1 (1ct 0st),0.285,
18,IP Butchart (ZIM),1983-1995,19,19,4,4,0,0,4,1 (1ct 0st),0.21,
19,GD Campbell (AUS),1989-1990,12,12,4,4,0,0,4,1 (1ct 0st),0.333,
20,KED Carroll (IRE),2007-2007,6,6,4,4,0,0,4,2 (2ct 0st),0.666,
21,BB Chari (ZIM),2015-2020,13,13,4,3,1,1,2,2 (1ct 1st),0.307,
22,DN Chudasama (KENYA),1996-1999,19,19,4,4,0,0,4,1 (1ct 0st),0.21,
23,ST Clarke (WI),1978-1982,10,10,4,4,0,0,4,1 (1ct 0st),0.4,
24,GJ Cosier (AUS),1975-1979,8,8,4,4,0,0,4,2 (2ct 0st),0.5,
25,Z Crawley (ENG),2021-2021,3,3,4,4,0,0,4,2 (2ct 0st),1.333,
26,GJ Delany (IRE),2020-2022,12,12,4,4,0,0,4,2 (2ct 0st),0.333,
27,PC de Silva (SL),2014-2017,7,7,4,4,0,0,4,2 (2ct 0st),0.571,
28,GR Dilley (ENG),1979-1988,36,36,4,4,0,0,4,2 (2ct 0st),0.111,
29,FH Edwards (WI),2003-2009,47,47,4,4,0,0,4,1 (1ct 0st),0.085,
30,D Elgar (SA),2012-2018,7,7,4,4,0,0,4,2 (2ct 0st),0.571,
31,FM Engineer (INDIA),1974-1975,5,5,4,3,1,3,0,1 (1ct 0st),0.8,
32,KWR Fletcher (ENG),1971-1982,21,21,4,4,0,0,4,1 (1ct 0st),0.19,
33,PJ Forrest (AUS),2012-2012,14,14,4,4,0,0,4,1 (1ct 0st),0.285,
34,RC Fredericks (WI),1973-1977,12,12,4,4,0,0,4,1 (1ct 0st),0.333,
35,JN Frylinck (NAM),2019-2021,10,10,4,4,0,0,4,2 (2ct 0st),0.4,
36,HJW Gardiner (SCOT),2013-2015,11,11,4,4,0,0,4,2 (2ct 0st),0.363,
37,RS Gavaskar (INDIA),2004-2004,10,10,4,4,0,0,4,2 (2ct 0st),0.4,
38,HM Goonatilleke (SL),1982-1982,6,6,4,0,4,0,0,2 (0ct 2st),0.666,
39,TR Gripper (ZIM),2001-2003,8,8,4,4,0,0,4,2 (2ct 0st),0.5,
40,Hammad Azam (PAK),2011-2015,10,10,4,4,0,0,4,2 (2ct 0st),0.4,
41,Haseeb Amjad (HKG),2014-2016,7,7,4,4,0,0,4,1 (1ct 0st),0.571,
42,BF Hastings (NZ),1973-1975,8,8,4,4,0,0,4,2 (2ct 0st),0.5,
43,M Hayward (SA),1998-2002,21,21,4,4,0,0,4,1 (1ct 0st),0.19,
44,MC Henriques (AUS),2009-2021,13,13,4,4,0,0,4,1 (1ct 0st),0.307,
45,PA Hitchcock (NZ),2002-2008,12,12,4,4,0,0,4,1 (1ct 0st),0.333,
46,AJ Hosein (WI),2021-2022,12,12,4,4,0,0,4,1 (1ct 0st),0.333,
47,EH Hutchinson (USA),2019-2021,11,11,4,4,0,0,4,2 (2ct 0st),0.363,
48,RD Jackman (ENG),1974-1983,15,15,4,4,0,0,4,1 (1ct 0st),0.266,
49,SC Joseph (WI),2000-2005,13,13,4,4,0,0,4,1 (1ct 0st),0.307,
0,BD Julien (WI),1973-1977,12,12,4,4,0,0,4,1 (1ct 0st),0.333,
1,S Jyoti (CAN),2006-2010,13,13,4,4,0,0,4,1 (1ct 0st),0.307,
2,RB Kanhai (WI),1973-1975,7,7,4,4,0,0,4,1 (1ct 0st),0.571,
3,MF Kent (AUS),1981-1981,5,5,4,4,0,0,4,2 (2ct 0st),0.8,
4,RD King (WI),1998-2005,49,49,4,4,0,0,4,1 (1ct 0st),0.081,
5,RK Kleinveldt (SA),2013-2013,10,10,4,4,0,0,4,2 (2ct 0st),0.4,
6,A Kuruvilla (INDIA),1997-1997,22,22,4,4,0,0,4,1 (1ct 0st),0.181,
7,M Labuschagne (AUS),2020-2020,13,13,4,4,0,0,4,2 (2ct 0st),0.307,
8,RP Lefebvre (NED),1996-2003,11,11,4,4,0,0,4,1 (1ct 0st),0.363,
9,KS Lokuarachchi (SL),2003-2007,20,20,4,4,0,0,4,1 (1ct 0st),0.2,
10,RT Lyons (SCOT),2006-2010,24,24,4,4,0,0,4,1 (1ct 0st),0.166,
11,WK McCallan (IRE),2006-2009,36,36,4,4,0,0,4,1 (1ct 0st),0.111,
12,A McGrath (ENG),2003-2004,13,13,4,4,0,0,4,2 (2ct 0st),0.307,
13,MW Machan (SCOT),2013-2016,22,22,4,4,0,0,4,1 (1ct 0st),0.181,
14,AO Malhotra (INDIA),1982-1986,20,20,4,4,0,0,4,1 (1ct 0st),0.2,
15,AA Mallett (AUS),1971-1975,9,9,4,4,0,0,4,1 (1ct 0st),0.444,
16,AD Mascarenhas (ENG),2007-2009,19,19,4,4,0,0,4,2 (2ct 0st),0.21,
17,MJ Mason (NZ),2003-2010,24,24,4,4,0,0,4,1 (1ct 0st),0.166,
18,MP Maynard (ENG),1994-2000,13,13,4,4,0,0,4,1 (1ct 0st),0.307,
19,G Miller (ENG),1977-1984,25,25,4,4,0,0,4,2 (2ct 0st),0.16,
20,Mohammad Saifuddin (BAN),2017-2021,29,29,4,4,0,0,4,1 (1ct 0st),0.137,
21,JN Mohammed (WI),2011-2021,33,33,4,4,0,0,4,1 (1ct 0st),0.121,
22,Mohsin Kamal (PAK),1984-1989,19,19,4,4,0,0,4,1 (1ct 0st),0.21,
23,Mominul Haque (BAN),2012-2018,27,27,4,4,0,0,4,1 (1ct 0st),0.148,
24,SJ Myburgh (NED),2011-2021,17,17,4,4,0,0,4,1 (1ct 0st),0.235,
25,Nasir Jamal (AFG),2014-2018,15,15,4,4,0,0,4,2 (2ct 0st),0.266,
26,C Overton (ENG),2018-2021,4,4,4,4,0,0,4,2 (2ct 0st),1.0,
27,GAHM Parkar (INDIA),1982-1984,7,7,4,4,0,0,4,2 (2ct 0st),0.571,
28,SS Pathirana (SL),2015-2017,17,17,4,4,0,0,4,2 (2ct 0st),0.235,
29,RK Paudel (NEPAL),2018-2021,11,11,4,4,0,0,4,1 (1ct 0st),0.363,
30,ASA Perera (SL),1998-2001,20,20,4,4,0,0,4,2 (2ct 0st),0.2,
31,MJ Petrie (SCOT),2009-2009,4,4,4,3,1,3,0,2 (2ct 0st),1.0,
32,AM Phangiso (SA),2013-2016,21,21,4,4,0,0,4,1 (1ct 0st),0.19,
33,IL Philip (SCOT),1999-1999,3,3,4,4,0,0,4,3 (3ct 0st),1.333,
34,Qasim Umar (PAK),1983-1987,29,29,4,4,0,0,4,1 (1ct 0st),0.137,
35,V Rathour (INDIA),1996-1997,6,6,4,4,0,0,4,2 (2ct 0st),0.666,
36,PWE Rawson (ZIM),1983-1987,10,10,4,4,0,0,4,2 (2ct 0st),0.4,
37,Raza-ur-Rehman (CAN),2013-2014,5,5,4,4,0,0,4,4 (4ct 0st),0.8,
38,V Razdan (INDIA),1989-1990,3,3,4,4,0,0,4,2 (2ct 0st),1.333,
39,JA Richardson (AUS),2018-2020,13,13,4,4,0,0,4,1 (1ct 0st),0.307,
40,MJG Rippon (NED),2013-2018,6,6,4,4,0,0,4,1 (1ct 0st),0.666,
41,RD Robinson (AUS),1977-1977,2,2,4,3,1,3,0,4 (3ct 1st),2.0,
42,RL Sanghvi (INDIA),1998-1998,10,10,4,4,0,0,4,2 (2ct 0st),0.4,
43,Shaheen Shah Afridi (PAK),2018-2021,26,26,4,4,0,0,4,1 (1ct 0st),0.153,
44,Shahid Nazir (PAK),1996-2000,17,17,4,4,0,0,4,1 (1ct 0st),0.235,
45,A Shahzad (ENG),2010-2011,11,11,4,4,0,0,4,2 (2ct 0st),0.363,
46,R Shepherd (WI),2019-2022,10,10,4,4,0,0,4,1 (1ct 0st),0.4,
47,Sikander Bakht (PAK),1977-1989,27,27,4,4,0,0,4,1 (1ct 0st),0.148,
48,RB Simpson (AUS),1978-1978,2,2,4,4,0,0,4,2 (2ct 0st),2.0,
49,GM Strydom (ZIM),2006-2006,11,11,4,4,0,0,4,2 (2ct 0st),0.363,
0,Tareq Aziz (BAN),2002-2004,10,10,4,4,0,0,4,1 (1ct 0st),0.4,
1,R Telemachus (SA),1998-2006,37,37,4,4,0,0,4,1 (1ct 0st),0.108,
2,SN Thakur (INDIA),2017-2022,17,17,4,4,0,0,4,1 (1ct 0st),0.235,
3,S Thuraisingam (CAN),2003-2008,10,10,4,4,0,0,4,2 (2ct 0st),0.4,
4,T Thushara (SL),2008-2010,37,37,4,4,0,0,4,1 (1ct 0st),0.108,
5,DT Tiripano (ZIM),2014-2021,35,35,4,4,0,0,4,1 (1ct 0st),0.114,
6,MK Tiwary (INDIA),2011-2015,10,10,4,4,0,0,4,3 (3ct 0st),0.4,
7,RJW Topley (ENG),2015-2021,13,13,4,4,0,0,4,1 (1ct 0st),0.307,
8,CT Tremlett (ENG),2005-2011,15,15,4,4,0,0,4,1 (1ct 0st),0.266,
9,RJ Trott (BMUDA),2007-2009,11,11,4,4,0,0,4,1 (1ct 0st),0.363,
10,PCR Tufnell (ENG),1990-1997,20,20,4,4,0,0,4,2 (2ct 0st),0.2,
11,AJ Turner (AUS),2019-2021,9,9,4,4,0,0,4,1 (1ct 0st),0.444,
12,Usman Limbada (CAN),2010-2014,11,11,4,4,0,0,4,2 (2ct 0st),0.363,
13,RH Vance (NZ),1988-1989,8,8,4,4,0,0,4,2 (2ct 0st),0.5,
14,RE van der Merwe (NED/SA),2009-2019,15,15,4,4,0,0,4,1 (1ct 0st),0.266,
15,M van Jaarsveld (SA),2002-2004,11,11,4,4,0,0,4,1 (1ct 0st),0.363,
16,M van Schoor (NAM),2003-2003,5,5,4,4,0,4,0,2 (2ct 0st),0.8,
17,JTC Vaughan (NZ),1992-1996,17,17,4,4,0,0,4,1 (1ct 0st),0.235,
18,S Venkataraghavan (INDIA),1974-1983,15,15,4,4,0,0,4,1 (1ct 0st),0.266,
19,R Vijay Bharadwaj (INDIA),1999-2002,10,10,4,4,0,0,4,1 (1ct 0st),0.4,
20,BV Vitori (ZIM),2011-2018,24,24,4,4,0,0,4,1 (1ct 0st),0.166,
21,Waheed Ahmed (UAE),2019-2021,7,7,4,4,0,0,4,1 (1ct 0st),0.571,
22,RM West (IRE),2008-2009,9,9,4,4,0,0,4,1 (1ct 0st),0.444,
23,AGD Wickremasinghe (SL),1992-1993,3,3,4,1,3,1,0,3 (1ct 2st),1.333,
24,P Willey (ENG),1977-1986,26,26,4,4,0,0,4,1 (1ct 0st),0.153,
25,BA Williams (AUS),2002-2004,24,24,4,4,0,0,4,2 (2ct 0st),0.166,
26,JW Wilson (NZ),1993-2005,6,6,4,4,0,0,4,2 (2ct 0st),0.666,
27,GN Yallop (AUS),1978-1984,25,25,4,4,0,0,4,2 (2ct 0st),0.16,
28,Aaron Jones (USA),2019-2021,14,14,3,3,0,0,3,1 (1ct 0st),0.214,
29,Abid Ali (PAK),2019-2020,6,6,3,3,0,0,3,2 (2ct 0st),0.5,
30,CJ Adams (ENG),1998-2000,5,5,3,3,0,0,3,1 (1ct 0st),0.6,
31,Adeel Raja (NED),2002-2011,21,21,3,3,0,0,3,1 (1ct 0st),0.142,
32,Adnan Akmal (PAK),2011-2012,5,5,3,3,0,3,0,1 (1ct 0st),0.6,
33,RG Aga (KENYA),2004-2014,12,12,3,3,0,0,3,1 (1ct 0st),0.25,
34,Aizaz Khan (HKG),2014-2018,18,18,3,3,0,0,3,1 (1ct 0st),0.166,
35,MW Alleyne (ENG),1999-2000,10,10,3,3,0,0,3,1 (1ct 0st),0.3,
36,TR Ambrose (ENG),2008-2008,4,4,3,3,0,3,0,1 (1ct 0st),0.75,
37,J Anderson (IRE),2014-2016,8,8,3,3,0,0,3,2 (2ct 0st),0.375,
38,KJ Arnott (ZIM),1987-1993,13,13,3,3,0,0,3,1 (1ct 0st),0.23,
39,Azeem Hafeez (PAK),1983-1985,14,14,3,3,0,0,3,2 (2ct 0st),0.214,
40,SJ Baard (NAM),2019-2021,10,10,3,3,0,0,3,1 (1ct 0st),0.3,
41,SV Bahutule (INDIA),1997-2003,7,7,3,3,0,0,3,2 (2ct 0st),0.428,
42,WD Balaji Rao (CAN),2008-2011,10,10,3,3,0,0,3,1 (1ct 0st),0.3,
43,KNA Bandara (SL),2021-2021,5,5,3,3,0,0,3,2 (2ct 0st),0.6,
44,ST Banerjee (INDIA),1991-1992,6,6,3,3,0,0,3,1 (1ct 0st),0.5,
45,AB Barath (WI),2010-2012,13,13,3,3,0,0,3,1 (1ct 0st),0.23,
46,OO Bascome (BMUDA),2008-2008,6,6,3,3,0,0,3,1 (1ct 0st),0.5,
47,JP Behrendorff (AUS),2019-2019,11,11,3,3,0,0,3,1 (1ct 0st),0.272,
48,DM Benkenstein (SA),1998-2002,22,22,3,3,0,0,3,1 (1ct 0st),0.136,
49,HK Bennett (NZ),2010-2020,18,18,3,3,0,0,3,1 (1ct 0st),0.166,
0,STR Binny (INDIA),2014-2015,12,12,3,3,0,0,3,2 (2ct 0st),0.25,
1,K Birkenstock (NAM),2019-2021,10,10,3,3,0,0,3,1 (1ct 0st),0.3,
2,RJ Blakey (ENG),1992-1993,3,3,3,2,1,2,0,2 (1ct 1st),1.0,
3,SM Boland (AUS),2016-2016,13,13,3,3,0,0,3,1 (1ct 0st),0.23,
4,LE Bosman (Afr/SA),2006-2010,14,14,3,3,0,0,3,2 (2ct 0st),0.214,
5,DAJ Bracewell (NZ),2011-2019,19,19,3,3,0,0,3,1 (1ct 0st),0.157,
6,KC Brathwaite (WI),2016-2017,10,10,3,3,0,0,3,1 (1ct 0st),0.3,
7,CPS Chauhan (INDIA),1978-1981,7,7,3,3,0,0,3,1 (1ct 0st),0.428,
8,Chirag Suri (UAE),2018-2020,17,17,3,3,0,0,3,1 (1ct 0st),0.176,
9,NE Clarke (NED),1996-1996,5,5,3,3,0,0,3,1 (1ct 0st),0.6,
10,DP Conway (NZ),2021-2021,3,3,3,3,0,0,3,2 (2ct 0st),1.0,
11,D Dasgupta (INDIA),2001-2001,5,5,3,2,1,2,0,1 (1ct 0st),0.6,
12,AG Davies (SCOT),1999-1999,5,5,3,2,1,2,0,2 (1ct 1st),0.6,
13,AP Devcich (NZ),2013-2016,11,11,3,3,0,0,3,1 (1ct 0st),0.272,
14,N Dhamba (OMA),2021-2021,4,4,3,3,0,0,3,2 (2ct 0st),0.75,
15,LHD Dilhara (SL),2005-2013,9,9,3,3,0,0,3,1 (1ct 0st),0.333,
16,DR Doshi (INDIA),1980-1982,15,15,3,3,0,0,3,1 (1ct 0st),0.2,
17,CE Eksteen (SA),1991-1994,6,6,3,3,0,0,3,1 (1ct 0st),0.5,
18,AM Ellis (NZ),2012-2013,14,14,3,3,0,0,3,2 (2ct 0st),0.214,
19,PA Emery (AUS),1994-1994,1,1,3,3,0,3,0,3 (3ct 0st),3.0,
20,JJ Esmeijer (NED),2002-2003,6,6,3,3,0,0,3,2 (2ct 0st),0.5,
21,GM Ewing (ZIM),2004-2005,7,7,3,3,0,0,3,2 (2ct 0st),0.428,
22,Faisal Hossain (BAN),2004-2010,6,6,3,3,0,0,3,1 (1ct 0st),0.5,
23,Faisal Iqbal (PAK),2000-2006,18,18,3,3,0,0,3,1 (1ct 0st),0.166,
24,TCB Fernando (SL),2001-2003,17,17,3,3,0,0,3,2 (2ct 0st),0.176,
25,DR Flynn (NZ),2008-2012,17,17,3,3,0,0,3,1 (1ct 0st),0.176,
26,BT Foakes (ENG),2019-2019,1,1,3,2,1,2,0,3 (2ct 1st),3.0,
27,CR Foggo (BMUDA),2008-2008,4,4,3,3,0,0,3,2 (2ct 0st),0.75,
28,OD Gibson (WI),1995-1997,15,15,3,3,0,0,3,1 (1ct 0st),0.2,
29,DR Gilbert (AUS),1986-1986,12,12,3,3,0,0,3,1 (1ct 0st),0.25,
30,AH Gray (WI),1985-1991,25,25,3,3,0,0,3,1 (1ct 0st),0.12,
31,EJ Gray (NZ),1984-1988,10,10,3,3,0,0,3,2 (2ct 0st),0.3,
32,PW Gunaratne (SL),2002-2003,22,22,3,3,0,0,3,1 (1ct 0st),0.136,
33,Haris Rauf (PAK),2020-2021,8,8,3,3,0,0,3,1 (1ct 0st),0.375,
34,Haroon Rasheed (PAK),1977-1982,12,12,3,3,0,0,3,1 (1ct 0st),0.25,
35,Hazratullah Zazai (AFG),2018-2019,15,15,3,3,0,0,3,1 (1ct 0st),0.2,
36,DW Headley (ENG),1996-1999,13,13,3,3,0,0,3,1 (1ct 0st),0.23,
37,SP Heaney (CAN),2006-2006,4,4,3,3,0,0,3,2 (2ct 0st),0.75,
38,IG Holland (USA),2019-2020,8,8,3,3,0,0,3,2 (2ct 0st),0.375,
39,HJ Howarth (NZ),1973-1975,6,6,3,3,0,0,3,1 (1ct 0st),0.5,
40,PJ Ingram (NZ),2010-2010,7,7,3,3,0,0,3,1 (1ct 0st),0.428,
41,Iqbal Qasim (PAK),1977-1988,15,15,3,3,0,0,3,1 (1ct 0st),0.2,
42,SD Jack (SA),1994-1995,2,2,3,3,0,0,3,2 (2ct 0st),1.5,
43,Joginder Sharma (INDIA),2004-2007,4,4,3,3,0,0,3,1 (1ct 0st),0.75,
44,MA Jones (SCOT),2018-2019,8,8,3,3,0,0,3,1 (1ct 0st),0.375,
45,C Karunaratne (SL),2021-2022,12,12,3,3,0,0,3,1 (1ct 0st),0.25,
46,SKW Kelly (BMUDA),2006-2009,10,10,3,3,0,0,3,1 (1ct 0st),0.3,
47,D Keulder (NAM),2003-2003,6,6,3,3,0,0,3,2 (2ct 0st),0.5,
48,AR Khurasiya (INDIA),1999-2001,12,12,3,3,0,0,3,1 (1ct 0st),0.25,
49,Khurram Chohan (CAN),2009-2014,24,24,3,3,0,0,3,1 (1ct 0st),0.125,
0,Khurram Manzoor (PAK),2008-2009,7,7,3,3,0,0,3,1 (1ct 0st),0.428,
1,BA King (WI),2019-2020,4,4,3,3,0,0,3,1 (1ct 0st),0.75,
2,FJ Klaassen (NED),2018-2022,9,9,3,3,0,0,3,2 (2ct 0st),0.333,
3,LJ Koen (SA),1997-2000,5,5,3,3,0,0,3,2 (2ct 0st),0.6,
4,DB Kotze (NAM),2003-2003,6,6,3,3,0,0,3,1 (1ct 0st),0.5,
5,AP Kuiper (SA),1991-1996,25,25,3,3,0,0,3,1 (1ct 0st),0.12,
6,CBRLS Kumara (SL),2017-2019,13,13,3,3,0,0,3,1 (1ct 0st),0.23,
7,T Kumaran (INDIA),1999-2000,8,8,3,3,0,0,3,1 (1ct 0st),0.375,
8,JL Langer (AUS),1994-1997,8,8,3,2,1,1,1,1 (1ct 0st),0.375,
9,GF Linde (SA),2021-2021,2,2,3,3,0,0,3,2 (2ct 0st),1.5,
10,D Lloyd (ENG),1973-1980,8,8,3,3,0,0,3,1 (1ct 0st),0.375,
11,BP Loots (NED),2010-2011,7,7,3,3,0,0,3,2 (2ct 0st),0.428,
12,CA Lynn (AUS),2017-2018,4,4,3,3,0,0,3,2 (2ct 0st),0.75,
13,MJ McClenaghan (NZ),2013-2016,43,43,3,3,0,0,3,1 (1ct 0st),0.069,
14,RB McCosker (AUS),1975-1982,14,14,3,3,0,0,3,1 (1ct 0st),0.214,
15,AJ McKay (NZ),2010-2012,19,19,3,3,0,0,3,1 (1ct 0st),0.157,
16,W Madhevere (ZIM),2020-2022,13,13,3,3,0,0,3,1 (1ct 0st),0.23,
17,N Madziva (ZIM),2014-2016,12,12,3,3,0,0,3,1 (1ct 0st),0.25,
18,MAWR Madurasinghe (SL),1988-1992,12,12,3,3,0,0,3,1 (1ct 0st),0.25,
19,GT Main (SCOT),2019-2021,5,5,3,3,0,0,3,2 (2ct 0st),0.6,
20,Majid Khan (PAK),1973-1982,23,23,3,3,0,0,3,1 (1ct 0st),0.13,
21,DJ Malan (ENG),2019-2021,6,6,3,3,0,0,3,2 (2ct 0st),0.5,
22,A Martin (WI),2011-2011,9,9,3,3,0,0,3,1 (1ct 0st),0.333,
23,TBA May (AUS),1987-1995,47,47,3,3,0,0,3,2 (2ct 0st),0.063,
